acc_ref,beat_no,severity,no_vehicle,no_casualt,a_date,a_day,a_date_day,a_date_mon,a_date_yr,a_time_hr,a_time_min,loc_auth,road1_class,road1_no,road_type,speed_limi,junc_det,junc_ctrl,road2_class,road2_no,light_cond,weather,road_surf,spec_cond,cway_hzrds,ovrtk_patrn,easting,northing,net_id,net_type,acc_type,text_id,division,Postcode,ped_xing_hc,ped_xing_p,place_reported
270713,,Slight,1,1,23/05/2013,Thursday,23,May,13,23,57,S12000036,A,7,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,325960,673580,521106,Junction,Pedestrian,355234,unset,EH11LL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
271013,,Slight,1,1,24/05/2013,Friday,24,May,13,13,0,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323280,676740,12233130,Junction,Bus,355235,unset,EH51ND,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
271213,,Slight,1,1,23/05/2013,Thursday,23,May,13,10,5,S12000036,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324650,676010,519205,Junction,Bus,355236,unset,EH35QX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
271313,,Slight,2,1,24/05/2013,Friday,24,May,13,21,30,S12000036,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Darkness: street lights present and lit,Fine (without high winds),Dry,None,None,No overtaking,319020,676580,518965,Junction,Cyclist,355237,unset,EH46NJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
271413,,Slight,2,1,21/05/2013,Tuesday,21,May,13,8,15,S12000036,Unclassified,,Roundabout,30,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318270,671140,0,Unset,Cyclist,355238,unset,EH129BU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,At scene
271513,,Slight,2,1,25/05/2013,Saturday,25,May,13,18,30,S12000036,A,90,Single carriageway - 2 lanes,40,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320640,675130,519720,Junction,T.V.N.P.,355239,unset,EH47AG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
271613,,Slight,3,2,24/05/2013,Friday,24,May,13,16,23,S12000036,A,6095,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,329360,671600,523791,Junction,M.V.N.P.,355240,unset,EH164EA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
271713,,Slight,3,1,25/05/2013,Saturday,25,May,13,13,45,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325820,676280,563619,Segment,M.V.N.P.,355241,unset,EH64NW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
271813,,Slight,3,1,25/05/2013,Saturday,25,May,13,15,0,S12000036,B,6415,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,331120,673580,563403,Segment,M.V.N.P.,355242,unset,EH152DQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
273313,,Slight,2,1,25/05/2013,Saturday,25,May,13,18,55,S12000036,A,1,Dual carriageway - 2 lanes,40,Roundabout,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,331250,672510,530989,Junction,T.V.N.P.,355243,unset,EH153SA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
273513,,Serious,1,1,27/05/2013,Monday,27,May,13,9,55,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,8,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325360,673840,521028,Junction,S.V.N.P.,355244,unset,EH22HG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
274613,,Slight,4,1,27/05/2013,Monday,27,May,13,8,25,S12000036,A,702,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324460,670710,529795,Junction,Cyclist,355245,unset,EH106AG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
276113,,Slight,1,1,22/04/2013,Monday,22,April,13,12,30,S12000036,A,71,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322890,672250,549710,Segment,Bus,367548,unset,EH112PP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
276313,,Slight,2,1,25/05/2013,Saturday,25,May,13,12,10,S12000036,C,,Dual carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,321910,676180,559751,Segment,T.V.N.P.,355246,unset,EH44HN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
281813,,Slight,2,2,28/05/2013,Tuesday,28,May,13,17,45,S12000036,A,903,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324260,676340,519178,Junction,T.V.N.P.,355247,unset,EH53RD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Central refuge - no other controls,At scene
281913,,Slight,2,1,28/05/2013,Tuesday,28,May,13,13,0,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328240,671610,522747,Junction,T.V.N.P.,355248,unset,EH165UU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Zebra crossing,Elsewhere
282013,,Slight,3,1,28/05/2013,Tuesday,28,May,13,16,37,S12000036,A,701,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327470,667550,532618,Junction,M.V.N.P.,355249,unset,EH178AJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
282213,,Slight,2,1,29/05/2013,Wednesday,29,May,13,7,45,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319810,674750,0,Unset,Cyclist,355250,unset,EH47PS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
282313,,Serious,2,1,21/05/2013,Tuesday,21,May,13,15,45,S12000036,A,90,Single carriageway - 2 lanes,40,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319160,674910,519972,Junction,Cyclist,355251,unset,EH47QD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
282413,,Serious,1,1,30/05/2013,Thursday,30,May,13,12,0,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,319680,671800,551815,Segment,Pedestrian,355252,unset,EH129AB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,\7,At scene
282613,,Slight,1,1,29/05/2013,Wednesday,29,May,13,14,30,S12000036,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325180,673070,567111,Segment,Pedestrian,355253,unset,EH39HH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,Elsewhere
285613,,Serious,2,1,01/06/2013,Saturday,1,June,13,15,45,S12000036,Unclassified,,Single carriageway - 2 lanes,40,'T' or staggered junction,Give way sign or markings,B,924,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,314180,678220,3948107,Junction,T.V.N.P.,358054,unset,EH309TF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
285813,,Slight,2,1,29/05/2013,Wednesday,29,May,13,16,45,S12000036,C,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323220,675070,559994,Segment,T.V.N.P.,355254,unset,EH41QL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
286013,,Slight,1,1,30/05/2013,Thursday,30,May,13,3,30,S12000036,A,720,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Darkness: no street lighting,Fine (without high winds),Dry,None,None,No overtaking,329840,667580,2579205,Segment,S.V.N.P.,355255,unset,EH181AT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
286113,,Slight,2,1,28/05/2013,Tuesday,28,May,13,8,45,S12000036,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324700,674020,520485,Junction,Cyclist,355256,unset,EH24DR,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere
286613,,Serious,2,1,03/06/2013,Monday,3,June,13,6,0,S12000036,A,720,Dual carriageway - 2 lanes,70,Slip road,Give way sign or markings,A,720,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324530,667800,2588177,Junction,T.V.N.P.,358055,unset,EH107DS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
286813,,Slight,3,3,30/05/2013,Thursday,30,May,13,7,30,S12000036,Motorway,8,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,313780,671560,6452039,Segment,M.V.N.P.,355257,unset,EH288QU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
288213,,Slight,2,3,30/05/2013,Thursday,30,May,13,19,45,S12000036,A,6106,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,330430,672520,532570,Junction,Bus,355258,unset,EH153LJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
288413,,Slight,2,1,30/05/2013,Thursday,30,May,13,21,0,S12000036,A,900,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326920,675820,0,Unset,T.V.N.P.,355259,unset,EH68LS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
288513,,Slight,4,1,30/05/2013,Thursday,30,May,13,18,35,S12000036,A,720,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,331700,667960,2579269,Segment,M.V.N.P.,355260,unset,EH221RT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
288613,,Slight,2,1,31/05/2013,Friday,31,May,13,8,15,S12000036,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,312440,672230,12231704,Junction,Cyclist,355261,unset,EH288PJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
288813,,Slight,3,1,31/05/2013,Friday,31,May,13,17,20,S12000036,A,701,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326990,671360,569339,Segment,M.V.N.P.,355262,unset,EH165PF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
289113,,Slight,1,1,01/06/2013,Saturday,1,June,13,12,10,S12000036,A,901,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,A,900,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326940,675920,522483,Junction,Bus,358056,unset,EH65HX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
289413,,Slight,1,1,28/05/2013,Tuesday,28,May,13,14,15,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,321220,674940,0,Unset,S.V.N.P.,355263,unset,EH47SZ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
289613,,Slight,1,1,31/05/2013,Friday,31,May,13,11,45,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322190,671270,529561,Junction,Pedestrian,355264,unset,EH141RJ,Control by other authorised person,Pedestrian phase at traffic signal junction,At scene
289713,,Slight,2,1,03/06/2013,Monday,3,June,13,7,28,S12000036,A,720,Dual carriageway - 2 lanes,50,Slip road,Give way sign or markings,A,720,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318340,670700,9657941,Junction,T.V.N.P.,358057,unset,EH129BU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
290013,,Slight,2,1,04/06/2013,Tuesday,4,June,13,8,45,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325710,676250,519241,Junction,T.V.N.P.,358058,unset,EH64NN,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
290113,,Slight,2,1,03/06/2013,Monday,3,June,13,11,0,S12000036,Unclassified,,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,323330,672700,559227,Segment,T.V.N.P.,358059,unset,EH112LP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
290413,,Slight,3,1,03/06/2013,Monday,3,June,13,11,32,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322870,676480,522843,Junction,Bus,358060,unset,EH52LY,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere
290513,,Slight,1,1,03/06/2013,Monday,3,June,13,11,15,S12000036,Unclassified,,Single carriageway - 2 lanes,20,'T' or staggered junction,Give way sign or markings,A,900,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326750,675470,519888,Junction,Pedestrian,358061,unset,EH68NY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
290913,,Fatal,3,1,05/06/2013,Wednesday,5,June,13,13,35,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327630,673960,0,Unset,M.V.N.P.,358062,unset,EH87AT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
291513,,Slight,2,1,03/06/2013,Monday,3,June,13,8,30,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322220,670860,529735,Junction,T.V.N.P.,358063,unset,EH141LR,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
291713,,Slight,2,1,03/06/2013,Monday,3,June,13,14,14,S12000036,A,900,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326900,675770,519490,Junction,Cyclist,358064,unset,EH68LX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
291913,,Serious,1,1,02/06/2013,Sunday,2,June,13,9,20,S12000036,C,,Single carriageway - 2 lanes,30,Crossroads,Automatic Traffic Signal,A,7,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325920,673650,521103,Junction,Pedestrian,358065,unset,EH11PD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
292013,,Slight,1,1,03/06/2013,Monday,3,June,13,11,29,S12000036,C,,Single carriageway - 2 lanes,30,Other junction,Give way sign or markings,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,322770,676630,518983,Junction,Pedestrian,358066,unset,EH51LL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
292213,,Slight,2,1,05/06/2013,Wednesday,5,June,13,12,25,S12000036,A,6095,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,329350,671600,523791,Junction,T.V.N.P.,358067,unset,EH164EA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
292513,,Serious,2,1,05/06/2013,Wednesday,5,June,13,17,0,S12000036,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325940,673790,10293610,Junction,T.V.N.P.,358068,unset,EH11DH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
292613,,Slight,1,1,30/05/2013,Thursday,30,May,13,11,50,S12000036,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,A,7,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325840,674010,517891,Junction,Pedestrian,355265,unset,EH13AY,Control by other authorised person,Pedestrian phase at traffic signal junction,Elsewhere
293013,,Slight,1,1,01/06/2013,Saturday,1,June,13,11,30,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325670,673850,551250,Segment,Bus,358069,unset,EH22EJ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,Elsewhere
293913,,Slight,2,1,05/06/2013,Wednesday,5,June,13,12,30,S12000036,A,71,Roundabout,40,Roundabout,Automatic Traffic Signal,A,720,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318570,670450,2307033,Junction,T.V.N.P.,358070,unset,EH144AW,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
294213,,Slight,2,1,05/06/2013,Wednesday,5,June,13,12,50,S12000036,Unclassified,,Roundabout,30,Roundabout,Give way sign or markings,A,71,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320020,670870,529690,Junction,T.V.N.P.,358071,unset,EH113TA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,\7,At scene
298113,,Slight,1,1,31/05/2013,Friday,31,May,13,12,15,S12000036,A,1140,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328680,674170,523413,Junction,Pedestrian,355266,unset,EH87BS,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",Elsewhere
299313,,Slight,2,1,06/06/2013,Thursday,6,June,13,17,55,S12000036,A,702,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine with high winds,Dry,None,None,No overtaking,324930,667420,548922,Segment,T.V.N.P.,358072,unset,EH107DUA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
299413,,Slight,2,1,06/06/2013,Thursday,6,June,13,17,50,S12000036,A,90,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,321620,674860,555840,Segment,T.V.N.P.,358073,unset,EH43TH,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
299513,,Slight,3,1,06/06/2013,Thursday,6,June,13,14,20,S12000036,A,8,Dual carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,317150,672530,550821,Segment,M.V.N.P.,358074,unset,EH129BQ,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
299613,,Slight,1,1,06/06/2013,Thursday,6,June,13,18,50,S12000036,Unclassified,,One way Street,20,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325000,672780,12223245,Junction,Pedestrian,358075,unset,EH39JY,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
299713,,Slight,2,1,06/06/2013,Thursday,6,June,13,14,35,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Crossroads,Give way sign or markings,Unclassified,,Daylight: street lights present,Fog (or mist if hazard),Dry,None,None,No overtaking,325580,674400,12222985,Junction,T.V.N.P.,358076,unset,EH13PP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,"Pelican, puffin, toucan or similar non-junction pedestrian light crossing",At scene
299813,,Slight,1,1,06/06/2013,Thursday,6,June,13,22,25,S12000036,A,8,Single carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,C,,Darkness: street lights present and lit,Fine with high winds,Dry,None,None,No overtaking,323060,673180,521283,Junction,Bus,358077,unset,EH125NG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
299913,,Slight,2,1,06/06/2013,Thursday,6,June,13,21,5,S12000036,Unclassified,,One way Street,30,Other junction,Automatic Traffic Signal,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,326780,672340,522075,Junction,Cyclist,358078,unset,EH165AD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
300313,,Slight,2,1,04/06/2013,Tuesday,4,June,13,21,40,S12000036,A,720,Dual carriageway - 2 lanes,70,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,330100,667720,2579183,Segment,T.V.N.P.,358079,unset,EH181AT,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
301813,,Slight,3,3,09/06/2013,Sunday,9,June,13,15,51,S12000036,A,90,Single carriageway - 2 lanes,40,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320200,675110,555456,Segment,M.V.N.P.,358080,unset,EH47AA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
302313,,Slight,2,1,08/06/2013,Saturday,8,June,13,14,10,S12000036,Unclassified,,One way Street,20,Other junction,Stop sign,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327100,676290,0,Unset,Cyclist,358081,unset,EH66DP,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
305713,,Slight,1,1,08/06/2013,Saturday,8,June,13,11,56,S12000036,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320160,674470,520389,Junction,Bus,358082,unset,EH126UF,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
306313,,Serious,1,1,12/06/2013,Wednesday,12,June,13,14,53,S12000036,A,701,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,327380,669400,570761,Segment,Pedestrian,358083,unset,EH166NL,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
307113,,Slight,2,3,08/06/2013,Saturday,8,June,13,16,35,S12000036,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,328350,672660,523698,Junction,T.V.N.P.,358084,unset,EH153PX,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
307213,,Slight,2,1,09/06/2013,Sunday,9,June,13,11,0,S12000036,Unclassified,,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,Road works present,None,No overtaking,321710,670810,0,Unset,Cyclist,358085,unset,EH142HD,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
307813,,Slight,2,1,13/06/2013,Thursday,13,June,13,16,30,S12000036,A,8,Dual carriageway - 2 lanes,30,'T' or staggered junction,Automatic Traffic Signal,C,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,325170,673810,521055,Junction,Cyclist,358086,unset,EH23AA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,Pedestrian phase at traffic signal junction,At scene
307913,,Slight,3,1,11/06/2013,Tuesday,11,June,13,8,30,S12000036,A,720,Dual carriageway - 2 lanes,50,Slip road,Give way sign or markings,A,720,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,318350,670700,9657941,Junction,M.V.N.P.,358087,unset,EH129BU,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
308113,,Slight,2,2,07/06/2013,Friday,7,June,13,10,40,S12000036,A,901,Single carriageway - 2 lanes,30,'T' or staggered junction,Give way sign or markings,Unclassified,,Daylight: street lights present,Fine (without high winds),Dry,None,Other object in carriageway,No overtaking,326800,676080,531352,Junction,Pedestrian,358088,unset,EH65JB,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
312013,,Serious,4,1,26/05/2013,Sunday,26,May,13,16,20,S12000036,A,702,Roundabout,70,Roundabout,Give way sign or markings,A,720,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,324920,667510,0,Unset,M.V.N.P.,355267,unset,EH107DUA,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
312913,,Slight,2,1,09/06/2013,Sunday,9,June,13,20,10,S12000036,Unclassified,,Single carriageway - 2 lanes,30,Not at or within 20 metres of junction,unset,\,,Daylight: street lights present,Fine (without high winds),Dry,None,None,No overtaking,320760,671480,0,Unset,Cyclist,358089,unset,EH113QG,No crossing facility within 50m or physical crossing facility not controlled by authorised person,No physical crossing facility within 50m,At scene
